Reporting_Period,County,Facility_Name,Youth_in_Facility,Youth_Tested,Youth_Confirmed_Positive,Youth_Confirmed_at_Intake_(Optional),Youth_Confirmed_in_First_14_Days_(Optional),Youth_Confirmed_In_Custody_(Optional),Youth_Hospitalized,Estimated_Youth_Resolved,Youth_Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
8/23/20 - 8/29/20,San Luis Obispo,Coastal Valley Academy,7,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Luis Obispo,Coastal Valley Academy,8,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Luis Obispo,Coastal Valley Academy,6,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Luis Obispo,Coastal Valley Academy,4,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
10/25/20 - 10/31/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
8/02/20 - 8/08/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
8/09/20 - 8/15/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
9/06/20 - 9/12/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
9/20/20 - 9/26/20,San Luis Obispo,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,San Luis Obispo,SLO County Juvenile Hall,9,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Luis Obispo,SLO County Juvenile Hall,8,<11,<11,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Luis Obispo,SLO County Juvenile Hall,8,<11,0,0,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Luis Obispo,SLO County Juvenile Hall,8,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Luis Obispo,SLO County Juvenile Hall,11,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Luis Obispo,SLO County Juvenile Hall,11,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Luis Obispo,SLO County Juvenile Hall,6,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Luis Obispo,SLO County Juvenile Hall,9,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Luis Obispo,SLO County Juvenile Hall,7,<11,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Luis Obispo,,,,,,,,,,,,<11,0,<11,
10/11/20 - 10/17/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
10/18/20 - 10/24/20,San Luis Obispo,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
11/01/20 - 11/07/20,San Luis Obispo,,,,,,,,,,,,38,0,0,
7/19/20 - 7/25/20,San Luis Obispo,,,,,,,,,,,,0,0,<11,
7/26/20 - 8/01/20,San Luis Obispo,,,,,,,,,,,,<11,0,<11,
8/02/20 - 8/08/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
8/16/20 - 8/22/20,San Luis Obispo,,,,,,,,,,,,0,0,<11,
8/23/20 - 8/29/20,San Luis Obispo,,,,,,,,,,,,<11,0,<11,
8/30/20 - 9/05/20,San Luis Obispo,,,,,,,,,,,,0,0,<11,
9/06/20 - 9/12/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
9/13/20 - 9/19/20,San Luis Obispo,,,,,,,,,,,,0,0,<11,
9/20/20 - 9/26/20,San Luis Obispo,,,,,,,,,,,,No Data Reported,,,
9/27/20 - 10/03/20,San Luis Obispo,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,San Mateo,Margaret J. Kemp Girl's Camp,2,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,San Mateo,Margaret J. Kemp Girl's Camp,3,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,San Mateo,Margaret J. Kemp Girl's Camp,3,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,San Mateo,Margaret J. Kemp Girl's Camp,3,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,San Mateo,Margaret J. Kemp Girl's Camp,3,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,San Mateo,Margaret J. Kemp Girl's Camp,2,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Mateo,Margaret J. Kemp Girl's Camp,2,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Mateo,Margaret J. Kemp Girl's Camp,3,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Mateo,Margaret J. Kemp Girl's Camp,3,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Mateo,Margaret J. Kemp Girl's Camp,1,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Mateo,Margaret J. Kemp Girl's Camp,1,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Mateo,Margaret J. Kemp Girl's Camp,1,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,San Mateo,Margaret J. Kemp Girl's Camp,1,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Mateo,Margaret J. Kemp Girl's Camp,1,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Mateo,Margaret J. Kemp Girl's Camp,2,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,San Mateo,Margaret J. Kemp Girl's Camp,2,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,San Mateo,San Mateo County Youth Services Center,14,<11,<11,0,<11,<11,0,0,0,,,,,
10/11/20 - 10/17/20,San Mateo,San Mateo County Youth Services Center,15,<11,<11,0,0,<11,0,<11,0,,,,,
10/18/20 - 10/24/20,San Mateo,San Mateo County Youth Services Center,15,<11,0,0,0,<11,0,<11,0,,,,,
10/25/20 - 10/31/20,San Mateo,San Mateo County Youth Services Center,13,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,San Mateo,San Mateo County Youth Services Center,14,<11,<11,0,<11,<11,0,0,0,,,,,
7/19/20 - 7/25/20,San Mateo,San Mateo County Youth Services Center,16,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Mateo,San Mateo County Youth Services Center,13,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Mateo,San Mateo County Youth Services Center,20,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Mateo,San Mateo County Youth Services Center,18,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Mateo,San Mateo County Youth Services Center,21,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Mateo,San Mateo County Youth Services Center,16,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Mateo,San Mateo County Youth Services Center,14,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,San Mateo,San Mateo County Youth Services Center,13,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Mateo,San Mateo County Youth Services Center,17,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Mateo,San Mateo County Youth Services Center,17,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,San Mateo,San Mateo County Youth Services Center,16,<11,<11,0,<11,<11,0,0,0,,,,,
10/04/20 - 10/10/20,San Mateo,,,,,,,,,,,,U,<11,U,
10/11/20 - 10/17/20,San Mateo,,,,,,,,,,,,U,U,U,
10/18/20 - 10/24/20,San Mateo,,,,,,,,,,,,U,U,<11,
10/25/20 - 10/31/20,San Mateo,,,,,,,,,,,,U,U,U,
11/01/20 - 11/07/20,San Mateo,,,,,,,,,,,,U,U,U,
7/19/20 - 7/25/20,San Mateo,,,,,,,,,,,,U,U,U,
7/26/20 - 8/01/20,San Mateo,,,,,,,,,,,,U,U,U,
8/02/20 - 8/08/20,San Mateo,,,,,,,,,,,,U,U,U,
8/09/20 - 8/15/20,San Mateo,,,,,,,,,,,,U,U,U,
8/16/20 - 8/22/20,San Mateo,,,,,,,,,,,,U,U,U,
8/23/20 - 8/29/20,San Mateo,,,,,,,,,,,,U,U,U,
8/30/20 - 9/05/20,San Mateo,,,,,,,,,,,,U,U,U,
9/06/20 - 9/12/20,San Mateo,,,,,,,,,,,,U,U,U,
9/13/20 - 9/19/20,San Mateo,,,,,,,,,,,,U,U,U,
9/20/20 - 9/26/20,San Mateo,,,,,,,,,,,,U,U,U,
9/27/20 - 10/03/20,San Mateo,,,,,,,,,,,,U,U,U,
10/04/20 - 10/10/20,Santa Barbara,Los Prietos Boys Camp,6,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Barbara,Los Prietos Boys Camp,7,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Barbara,Los Prietos Boys Camp,6,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Barbara,Los Prietos Boys Camp,6,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Barbara,Los Prietos Boys Camp,7,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Barbara,Los Prietos Boys Camp,15,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Barbara,Los Prietos Boys Camp,17,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Barbara,Los Prietos Boys Camp,20,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Barbara,Los Prietos Boys Camp,17,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Barbara,Los Prietos Boys Camp,18,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Barbara,Los Prietos Boys Camp,17,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Barbara,Los Prietos Boys Camp,5,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Barbara,Los Prietos Boys Camp,4,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Barbara,Los Prietos Boys Camp,4,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Barbara,Los Prietos Boys Camp,8,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Barbara,Los Prietos Boys Camp,10,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Barbara,Los Prietos Boys Camp,8,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,13,<11,0,0,0,0,0,<11,0,,,,,
10/11/20 - 10/17/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,13,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,20,18,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,20,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,22,11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,16,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,16,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,10,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,9,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,9,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,9,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,17,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,18,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,13,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,14,<11,<11,<11,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Barbara,Susan J. Gionfriddo Juvenile Justice Center,15,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Barbara,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Santa Barbara,,,,,,,,,,,,<11,<11,0,
10/18/20 - 10/24/20,Santa Barbara,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Santa Barbara,,,,,,,,,,,,<11,0,<11,
11/01/20 - 11/07/20,Santa Barbara,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Santa Barbara,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Santa Barbara,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Santa Barbara,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Santa Barbara,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Santa Barbara,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Santa Barbara,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Santa Barbara,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Santa Barbara,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Santa Barbara,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Santa Barbara,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Santa Barbara,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Santa Clara,Santa Clara Juvenile Hall,41,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Clara,Santa Clara Juvenile Hall,41,<11,0,,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Clara,Santa Clara Juvenile Hall,44,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Clara,Santa Clara Juvenile Hall,36,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Clara,Santa Clara Juvenile Hall,36,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Clara,Santa Clara Juvenile Hall,45,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Clara,Santa Clara Juvenile Hall,48,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Clara,Santa Clara Juvenile Hall,45,15,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Clara,Santa Clara Juvenile Hall,46,13,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Clara,Santa Clara Juvenile Hall,101,15,0,0,0,0,0,0,0,"The Santa Clara County Juvenile Hall provided Mutual Aid for Santa Cruz County due to the ongoing fires in Sant Cruz County.  We are housing thier 18 youth in Santa Clara County Juvenile Hall.  Also, due to the ongoing fires, we relocated 35 James Ranch youth back to Sanat Clara County Juvenile Hall.",,,,
8/23/20 - 8/29/20,Santa Clara,Santa Clara Juvenile Hall,104,15,0,0,0,0,0,15,0,,,,,
8/30/20 - 9/05/20,Santa Clara,Santa Clara Juvenile Hall,49,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Clara,Santa Clara Juvenile Hall,44,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Clara,Santa Clara Juvenile Hall,51,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Clara,Santa Clara Juvenile Hall,46,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Clara,Santa Clara Juvenile Hall,43,14,0,0,,0,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Clara,William James Ranch,37,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Clara,William James Ranch,35,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Clara,William James Ranch,36,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Clara,William James Ranch,37,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Clara,William James Ranch,37,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Clara,William James Ranch,33,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Clara,William James Ranch,32,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Clara,William James Ranch,33,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Clara,William James Ranch,33,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Clara,William James Ranch,0,U,0,0,0,0,0,0,0,James Ranch youth were evacuated back to Juvenile Hall on 8/20/2020 due to the threat of fires,,,,
8/23/20 - 8/29/20,Santa Clara,William James Ranch,0,0,0,0,0,0,0,0,0,Youth data captured in Juvenile Hall due to evacuation of the James Ranch,,,,
8/30/20 - 9/05/20,Santa Clara,William James Ranch,30,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Clara,William James Ranch,34,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Clara,William James Ranch,33,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Clara,William James Ranch,36,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Clara,William James Ranch,36,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Clara,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Santa Clara,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Santa Clara,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Santa Clara,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Santa Clara,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Santa Clara,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Santa Clara,,,,,,,,,,,,<11,<11,0,
8/02/20 - 8/08/20,Santa Clara,,,,,,,,,,,,<11,<11,<11,
8/09/20 - 8/15/20,Santa Clara,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Santa Clara,,,,,,,,,,,,<11,<11,0,
8/23/20 - 8/29/20,Santa Clara,,,,,,,,,,,,<11,<11,<11,
8/30/20 - 9/05/20,Santa Clara,,,,,,,,,,,,<11,<11,<11,
9/06/20 - 9/12/20,Santa Clara,,,,,,,,,,,,0,0,<11,
9/13/20 - 9/19/20,Santa Clara,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Santa Clara,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Santa Clara,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Santa Cruz,Santa Cruz Juvenile Hall,15,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Cruz,Santa Cruz Juvenile Hall,16,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Cruz,Santa Cruz Juvenile Hall,16,<11,0,0,0,0,0,0,0,"1 youth intake, had tested positive 20 days prior",,,,
10/25/20 - 10/31/20,Santa Cruz,Santa Cruz Juvenile Hall,16,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Cruz,Santa Cruz Juvenile Hall,15,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Cruz,Santa Cruz Juvenile Hall,17,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Cruz,Santa Cruz Juvenile Hall,13,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Cruz,Santa Cruz Juvenile Hall,13,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Cruz,Santa Cruz Juvenile Hall,13,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Cruz,Santa Cruz Juvenile Hall,13,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Cruz,Santa Cruz Juvenile Hall,15,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Cruz,Santa Cruz Juvenile Hall,13,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Cruz,Santa Cruz Juvenile Hall,14,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Cruz,Santa Cruz Juvenile Hall,16,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Cruz,Santa Cruz Juvenile Hall,18,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Cruz,Santa Cruz Juvenile Hall,16,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Santa Cruz,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Santa Cruz,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Santa Cruz,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Shasta,Shasta County Juv Rehab Facility,19,0,0,0,,0,0,0,0,,,,,
10/11/20 - 10/17/20,Shasta,Shasta County Juv Rehab Facility,21,0,0,0,,0,0,0,0,,,,,
10/18/20 - 10/24/20,Shasta,Shasta County Juv Rehab Facility,22,<11,0,0,,0,0,0,0,,,,,
10/25/20 - 10/31/20,Shasta,Shasta County Juv Rehab Facility,23,0,0,0,,0,0,0,0,,,,,
11/01/20 - 11/07/20,Shasta,Shasta County Juv Rehab Facility,22,0,0,0,,0,0,0,0,,,,,
7/19/20 - 7/25/20,Shasta,Shasta County Juv Rehab Facility,17,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Shasta,Shasta County Juv Rehab Facility,16,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Shasta,Shasta County Juv Rehab Facility,20,0,0,0,,0,0,0,0,,,,,
8/09/20 - 8/15/20,Shasta,Shasta County Juv Rehab Facility,19,<11,0,0,,0,0,0,0,,,,,
8/16/20 - 8/22/20,Shasta,Shasta County Juv Rehab Facility,20,0,0,0,,0,0,0,0,,,,,
8/23/20 - 8/29/20,Shasta,Shasta County Juv Rehab Facility,18,0,0,0,,0,0,0,0,,,,,
8/30/20 - 9/05/20,Shasta,Shasta County Juv Rehab Facility,22,0,0,0,,0,0,0,0,,,,,
9/06/20 - 9/12/20,Shasta,Shasta County Juv Rehab Facility,21,0,0,0,,0,0,0,0,,,,,
9/13/20 - 9/19/20,Shasta,Shasta County Juv Rehab Facility,20,0,0,0,,0,0,0,0,,,,,
9/20/20 - 9/26/20,Shasta,Shasta County Juv Rehab Facility,22,<11,0,0,,0,0,0,0,,,,,
9/27/20 - 10/03/20,Shasta,Shasta County Juv Rehab Facility,22,0,0,0,,0,0,0,0,,,,,
10/04/20 - 10/10/20,Shasta,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Shasta,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Shasta,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Shasta,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Shasta,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Shasta,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Shasta,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Shasta,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Shasta,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Shasta,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Shasta,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Shasta,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Shasta,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Shasta,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Shasta,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Shasta,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Solano,Solano County Juvenile Hall/Challenge Program,29,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Solano,Solano County Juvenile Hall/Challenge Program,31,36,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Solano,Solano County Juvenile Hall/Challenge Program,35,<11,0,0,0,0,0,0,0,Youth population includes Sonoma County youth in facility due to fire evacuation.,,,,
10/25/20 - 10/31/20,Solano,Solano County Juvenile Hall/Challenge Program,20,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Solano,Solano County Juvenile Hall/Challenge Program,22,21,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Solano,Solano County Juvenile Hall/Challenge Program,27,30,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Solano,Solano County Juvenile Hall/Challenge Program,24,21,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Solano,Solano County Juvenile Hall/Challenge Program,24,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Solano,Solano County Juvenile Hall/Challenge Program,22,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Solano,Solano County Juvenile Hall/Challenge Program,24,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Solano,Solano County Juvenile Hall/Challenge Program,22,<11,0,,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Solano,Solano County Juvenile Hall/Challenge Program,22,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Solano,Solano County Juvenile Hall/Challenge Program,19,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Solano,Solano County Juvenile Hall/Challenge Program,19,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Solano,Solano County Juvenile Hall/Challenge Program,19,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Solano,Solano County Juvenile Hall/Challenge Program,30,<11,0,0,0,0,0,0,0,As of 9/28/20 - Sonoma County youth population included due to fire evacuation,,,,
10/04/20 - 10/10/20,Solano,,,,,,,,,,,,37,0,0,
