Reporting_Period,County,Facility_Name,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
10/18/20 - 10/24/20,Modoc,Modoc County Jail,32,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Modoc,Modoc County Jail,22,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Modoc,Modoc County Jail,24,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Modoc,Modoc County Jail,28,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Modoc,Modoc County Jail,24,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Modoc,Modoc County Jail,25,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Modoc,Modoc County Jail,31,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Modoc,Modoc County Jail,32,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Modoc,Modoc County Jail,35,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Modoc,Modoc County Jail,33,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Modoc,Modoc County Jail,34,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Modoc,Modoc County Jail,34,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Modoc,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Modoc,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Modoc,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Modoc,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Modoc,,,,,,,,,,,,<11,<11,<11,
11/01/20 - 11/07/20,Modoc,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Modoc,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Modoc,,,,,,,,,,,,No Data Reported,,,
8/02/20 - 8/08/20,Modoc,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Modoc,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Modoc,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Modoc,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Modoc,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Modoc,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Modoc,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Modoc,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Modoc,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Mono,Mono County Jail,20,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Mono,Mono County Jail,19,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Mono,Mono County Jail,20,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Mono,Mono County Jail,25,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Mono,Mono County Jail,21,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Mono,Mono County Jail,23,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Mono,Mono County Jail,24,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Mono,,,,,,,,,,,,19,<11,0,
10/11/20 - 10/17/20,Mono,,,,,,,,,,,,<11,0,<11,
10/18/20 - 10/24/20,Mono,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Mono,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Mono,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Mono,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Mono,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Mono,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Mono,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Mono,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Mono,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Mono,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Mono,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Mono,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Mono,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Mono,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Monterey,Monterey County Jail,880,133,<11,,,,0,<11,0,,,,,
10/11/20 - 10/17/20,Monterey,Monterey County Jail,875,91,<11,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Monterey,Monterey County Jail,893,79,0,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,Monterey,Monterey County Jail,913,101,<11,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Monterey,Monterey County Jail,954,105,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Monterey,Monterey County Jail,706,405,81,,,,<11,71,0,,,,,
7/26/20 - 8/01/20,Monterey,Monterey County Jail,719,181,80,,,,0,41,0,,,,,
8/02/20 - 8/08/20,Monterey,Monterey County Jail,714,117,<11,,,,<11,16,0,,,,,
8/09/20 - 8/15/20,Monterey,Monterey County Jail,726,180,12,,,,0,28,0,,,,,
8/16/20 - 8/22/20,Monterey,Monterey County Jail,733,131,<11,,,,0,64,0,,,,,
8/23/20 - 8/29/20,Monterey,Monterey County Jail,744,111,<11,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Monterey,Monterey County Jail,768,153,<11,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,Monterey,Monterey County Jail,729,119,<11,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Monterey,Monterey County Jail,728,120,<11,,,,0,<11,0,,,,,
9/20/20 - 9/26/20,Monterey,Monterey County Jail,856,115,<11,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,Monterey,No Data Reported,,,,,,,,,,,,,,
9/27/20 - 10/03/20,Monterey,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Monterey,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Monterey,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Monterey,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Monterey,,,,,,,,,,,,28,<11,0,
11/01/20 - 11/07/20,Monterey,,,,,,,,,,,,145,<11,0,
7/19/20 - 7/25/20,Monterey,,,,,,,,,,,,99,< 11,< 11,
7/26/20 - 8/01/20,Monterey,,,,,,,,,,,,31,<11,<11,
8/02/20 - 8/08/20,Monterey,,,,,,,,,,,,58,0,0,
8/09/20 - 8/15/20,Monterey,,,,,,,,,,,,55,<11,0,
8/16/20 - 8/22/20,Monterey,,,,,,,,,,,,15,<11,<11,
8/23/20 - 8/29/20,Monterey,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Monterey,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Monterey,,,,,,,,,,,,No Data Reported,,,
9/06/20 - 9/12/20,Monterey,,,,,,,,,,,,16,0,0,
9/13/20 - 9/19/20,Monterey,,,,,,,,,,,,78,0,0,
9/20/20 - 9/26/20,Monterey,,,,,,,,,,,,<11,<11,0,
9/27/20 - 10/03/20,Monterey,,,,,,,,,,,,No Data Reported,,,
10/04/20 - 10/10/20,Napa,Napa County Jail,214,28,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Napa,Napa County Jail,214,69,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Napa,Napa County Jail,179,46,<11,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Napa,Napa County Jail,182,23,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Napa,Napa County Jail,188,18,0,,,,0,<11,0,,,,,
7/19/20 - 7/25/20,Napa,Napa County Jail,189,41,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Napa,Napa County Jail,194,15,0,0,,,0,<11,0,,,,,
8/02/20 - 8/08/20,Napa,Napa County Jail,219,18,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Napa,Napa County Jail,195,30,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Napa,Napa County Jail,206,17,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Napa,Napa County Jail,206,19,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Napa,Napa County Jail,198,29,<11,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,Napa,Napa County Jail,205,14,<11,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Napa,Napa County Jail,199,18,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Napa,Napa County Jail,210,17,0,0,,,0,<11,0,,,,,
9/27/20 - 10/03/20,Napa,Napa County Jail,205,30,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Napa,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Napa,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Napa,,,,,,,,,,,,<11,<11,0,
10/25/20 - 10/31/20,Napa,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Napa,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Napa,,,,,,,,,,,,<11,<11,<11,
7/26/20 - 8/01/20,Napa,,,,,,,,,,,,<11,0,<11,
8/02/20 - 8/08/20,Napa,,,,,,,,,,,,0,0,<11,
8/09/20 - 8/15/20,Napa,,,,,,,,,,,,<11,<11,0,
8/16/20 - 8/22/20,Napa,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Napa,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Napa,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Napa,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Napa,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Napa,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Napa,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Nevada,Wayne Brown Correctional Facility,206,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Nevada,Wayne Brown Correctional Facility,205,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Nevada,Wayne Brown Correctional Facility,209,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Nevada,Wayne Brown Correctional Facility,206,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Nevada,Wayne Brown Correctional Facility,204,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Nevada,Wayne Brown Correctional Facility,168,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Nevada,Wayne Brown Correctional Facility,172,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Nevada,Wayne Brown Correctional Facility,170,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Nevada,Wayne Brown Correctional Facility,176,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Nevada,Wayne Brown Correctional Facility,165,0,0,0,0,0,0,0,0,No tests or cases during this data period.,,,,
8/23/20 - 8/29/20,Nevada,Wayne Brown Correctional Facility,178,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Nevada,Wayne Brown Correctional Facility,180,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Nevada,Wayne Brown Correctional Facility,183,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Nevada,Wayne Brown Correctional Facility,187,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Nevada,Wayne Brown Correctional Facility,188,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Nevada,Wayne Brown Correctional Facility,198,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Nevada,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Nevada,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Nevada,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Nevada,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Nevada,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Nevada,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Nevada,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Nevada,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Nevada,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Nevada,,,,,,,,,,,,0,0,0,No tests or cases for staff during this data period.
8/23/20 - 8/29/20,Nevada,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Nevada,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Nevada,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Nevada,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Nevada,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Nevada,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Orange,Intake Release Center,393,78,<11,,,<11,0,0,0,,,,,
10/11/20 - 10/17/20,Orange,Intake Release Center,414,56,0,,,0,0,0,0,,,,,
10/18/20 - 10/24/20,Orange,Intake Release Center,365,87,<11,,,<11,0,0,0,,,,,
10/25/20 - 10/31/20,Orange,Intake Release Center,346,56,0,,,0,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Intake Release Center,408,71,0,,,0,0,<11,0,,,,,
7/19/20 - 7/25/20,Orange,Intake Release Center,448,51,<11,,,<11,0,<11,0,,,,,
7/26/20 - 8/01/20,Orange,Intake Release Center,480,48,<11,,,<11,0,<11,0,,,,,
8/02/20 - 8/08/20,Orange,Intake Release Center,460,55,<11,,,0,0,<11,0,,,,,
8/09/20 - 8/15/20,Orange,Intake Release Center,481,44,<11,,,<11,0,<11,0,,,,,
8/16/20 - 8/22/20,Orange,Intake Release Center,416,62,0,,,0,0,<11,0,,,,,
8/23/20 - 8/29/20,Orange,Intake Release Center,461,53,0,,,0,0,<11,0,,,,,
8/30/20 - 9/05/20,Orange,Intake Release Center,446,45,<11,,,<11,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Intake Release Center,495,61,<11,,,<11,0,<11,0,,,,,
9/13/20 - 9/19/20,Orange,Intake Release Center,428,60,0,,,0,0,<11,0,,,,,
9/20/20 - 9/26/20,Orange,Intake Release Center,407,75,0,,,0,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Intake Release Center,417,49,0,,,0,0,<11,0,,,,,
10/04/20 - 10/10/20,Orange,Orange County Mens Jail,922,128,0,,,0,0,0,0,,,,,
10/11/20 - 10/17/20,Orange,Orange County Mens Jail,891,<11,0,,,0,0,0,0,,,,,
10/18/20 - 10/24/20,Orange,Orange County Mens Jail,896,<11,0,,,0,0,0,0,,,,,
10/25/20 - 10/31/20,Orange,Orange County Mens Jail,920,<11,0,,,0,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Orange County Mens Jail,907,32,<11,,,<11,0,0,0,,,,,
7/19/20 - 7/25/20,Orange,Orange County Mens Jail,708,<11,0,,,0,0,0,0,,,,,
7/26/20 - 8/01/20,Orange,Orange County Mens Jail,790,<11,0,,,0,0,0,0,,,,,
8/02/20 - 8/08/20,Orange,Orange County Mens Jail,778,<11,0,,,0,0,0,0,,,,,
8/09/20 - 8/15/20,Orange,Orange County Mens Jail,792,<11,0,,,0,0,0,0,,,,,
8/16/20 - 8/22/20,Orange,Orange County Mens Jail,799,56,<11,,,<11,0,0,0,,,,,
8/23/20 - 8/29/20,Orange,Orange County Mens Jail,850,53,0,,,0,0,0,0,,,,,
8/30/20 - 9/05/20,Orange,Orange County Mens Jail,903,52,0,,,0,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Orange County Mens Jail,935,50,0,,,0,0,0,0,,,,,
9/13/20 - 9/19/20,Orange,Orange County Mens Jail,992,57,0,,,0,0,0,0,,,,,
9/20/20 - 9/26/20,Orange,Orange County Mens Jail,906,185,<11,,,<11,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Orange County Mens Jail,896,24,0,,,0,0,0,0,,,,,
10/04/20 - 10/10/20,Orange,Orange County Women's Jail,197,0,0,,,0,0,0,0,,,,,
10/11/20 - 10/17/20,Orange,Orange County Women's Jail,198,27,<11,,,<11,0,0,0,,,,,
10/18/20 - 10/24/20,Orange,Orange County Women's Jail,169,24,0,,,0,0,0,0,,,,,
10/25/20 - 10/31/20,Orange,Orange County Women's Jail,179,30,0,,,0,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Orange County Women's Jail,0,<11,0,,,0,0,0,0,Women's jail closed. Inmates relocated to Theo Lacy facility,,,,
7/19/20 - 7/25/20,Orange,Orange County Women's Jail,130,<11,0,,,0,0,0,0,,,,,
7/26/20 - 8/01/20,Orange,Orange County Women's Jail,137,<11,<11,,,<11,0,0,0,,,,,
8/02/20 - 8/08/20,Orange,Orange County Women's Jail,142,<11,0,,,0,0,0,0,,,,,
8/09/20 - 8/15/20,Orange,Orange County Women's Jail,153,<11,0,,,0,0,0,0,,,,,
8/16/20 - 8/22/20,Orange,Orange County Women's Jail,169,0,0,,,0,0,0,0,,,,,
8/23/20 - 8/29/20,Orange,Orange County Women's Jail,171,<11,0,,,0,0,0,0,,,,,
8/30/20 - 9/05/20,Orange,Orange County Women's Jail,175,<11,0,,,0,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Orange County Women's Jail,186,<11,0,,,0,0,0,0,,,,,
9/13/20 - 9/19/20,Orange,Orange County Women's Jail,188,<11,0,,,0,0,0,0,,,,,
9/20/20 - 9/26/20,Orange,Orange County Women's Jail,194,<11,0,,,0,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Orange County Women's Jail,198,<11,0,,,0,0,0,0,,,,,
10/04/20 - 10/10/20,Orange,Theo Lacy,2238,320,<11,,,<11,0,<11,0,,,,,
10/11/20 - 10/17/20,Orange,Theo Lacy,2133,183,<11,,,<11,0,<11,0,,,,,
10/18/20 - 10/24/20,Orange,Theo Lacy,2170,189,<11,,,<11,0,<11,0,,,,,
10/25/20 - 10/31/20,Orange,Theo Lacy,2224,176,<11,,,<11,0,<11,0,,,,,
11/01/20 - 11/07/20,Orange,Theo Lacy,2454,183,<11,,,<11,0,<11,0,,,,,
7/19/20 - 7/25/20,Orange,Theo Lacy,2027,263,17,,,17,0,15,0,,,,,
7/26/20 - 8/01/20,Orange,Theo Lacy,2018,282,12,,,12,0,<11,0,,,,,
8/02/20 - 8/08/20,Orange,Theo Lacy,2101,251,19,,,19,0,12,0,,,,,
8/09/20 - 8/15/20,Orange,Theo Lacy,2119,228,16,,,16,0,11,0,,,,,
8/16/20 - 8/22/20,Orange,Theo Lacy,2174,192,<11,,,<11,0,11,0,,,,,
8/23/20 - 8/29/20,Orange,Theo Lacy,2089,366,15,,,15,0,13,0,,,,,
8/30/20 - 9/05/20,Orange,Theo Lacy,2171,487,<11,,,<11,0,<11,0,,,,,
9/06/20 - 9/12/20,Orange,Theo Lacy,2144,352,<11,,,<11,0,<11,0,,,,,
9/13/20 - 9/19/20,Orange,Theo Lacy,2141,364,<11,,,<11,0,13,0,,,,,
9/20/20 - 9/26/20,Orange,Theo Lacy,2120,353,<11,,,<11,0,<11,0,,,,,
9/27/20 - 10/03/20,Orange,Theo Lacy,2165,174,<11,,,<11,0,<11,0,,,,,
10/04/20 - 10/10/20,Orange,,,,,,,,,,,,59,0,<11,
10/11/20 - 10/17/20,Orange,,,,,,,,,,,,28,<11,<11,
10/18/20 - 10/24/20,Orange,,,,,,,,,,,,51,0,<11,
10/25/20 - 10/31/20,Orange,,,,,,,,,,,,73,<11,<11,
11/01/20 - 11/07/20,Orange,,,,,,,,,,,,57,<11,0,
7/19/20 - 7/25/20,Orange,,,,,,,,,,,,67,<11,<11,
7/26/20 - 8/01/20,Orange,,,,,,,,,,,,66,<11,<11,
8/02/20 - 8/08/20,Orange,,,,,,,,,,,,42,0,<11,
8/09/20 - 8/15/20,Orange,,,,,,,,,,,,57,<11,<11,
8/16/20 - 8/22/20,Orange,,,,,,,,,,,,59,0,<11,
8/23/20 - 8/29/20,Orange,,,,,,,,,,,,52,<11,<11,
8/30/20 - 9/05/20,Orange,,,,,,,,,,,,31,<11,0,
9/06/20 - 9/12/20,Orange,,,,,,,,,,,,19,0,<11,
9/13/20 - 9/19/20,Orange,,,,,,,,,,,,31,0,<11,
9/20/20 - 9/26/20,Orange,,,,,,,,,,,,41,0,<11,
9/27/20 - 10/03/20,Orange,,,,,,,,,,,,59,<11,<11,
10/04/20 - 10/10/20,Placer,Placer County Main Jail,382,41,<11,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Placer,Placer County Main Jail,350,38,<11,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Placer,Placer County Main Jail,330,23,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Placer,Placer County Main Jail,329,27,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Placer,Placer County Main Jail,337,37,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Placer,Placer County Main Jail,239,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Placer,Placer County Main Jail,253,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Placer,Placer County Main Jail,265,27,<11,,,,0,<11,0,Those who tested positive have been released from custody,,,,
8/09/20 - 8/15/20,Placer,Placer County Main Jail,270,22,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Placer,Placer County Main Jail,280,34,<11,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Placer,Placer County Main Jail,295,34,<11,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Placer,Placer County Main Jail,296,18,<11,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Placer,Placer County Main Jail,296,20,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Placer,Placer County Main Jail,311,19,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Placer,Placer County Main Jail,324,19,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Placer,Placer County Main Jail,330,34,<11,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Placer,South Placer Jail,332,46,<11,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Placer,South Placer Jail,312,39,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
10/18/20 - 10/24/20,Placer,South Placer Jail,314,26,0,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
10/25/20 - 10/31/20,Placer,South Placer Jail,322,22,0,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
7/19/20 - 7/25/20,Placer,South Placer Jail,266,52,0,0,0,0,0,0,0,These numbers include South Placer Jail Minimum Security Barracks,,,,
7/26/20 - 8/01/20,Placer,South Placer Jail,279,68,0,0,0,0,0,0,0,These numbers include South Placer Jail Minimum Security Barracks,,,,
8/02/20 - 8/08/20,Placer,South Placer Jail,290,37,0,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
8/09/20 - 8/15/20,Placer,South Placer Jail,268,22,0,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
8/16/20 - 8/22/20,Placer,South Placer Jail,283,59,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
8/23/20 - 8/29/20,Placer,South Placer Jail,285,43,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
8/30/20 - 9/05/20,Placer,South Placer Jail,298,41,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
9/06/20 - 9/12/20,Placer,South Placer Jail,315,44,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
9/13/20 - 9/19/20,Placer,South Placer Jail,303,45,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
9/20/20 - 9/26/20,Placer,South Placer Jail,321,48,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
9/27/20 - 10/03/20,Placer,South Placer Jail,309,41,<11,0,0,0,0,0,0,Data includes Placer County Minimum Security,,,,
11/01/20 - 11/07/20,Placer,South Placer Jail - No Data Reported,,,,,,,,,,Data includes Placer County Minimum Security,,,,
10/04/20 - 10/10/20,Placer,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Placer,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Placer,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Placer,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Placer,,,,,,,,,,,No Data Reported,,,,
7/19/20 - 7/25/20,Placer,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Placer,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Placer,,,,,,,,,,,,<11,<11,0,
7/26/20 - 8/01/20,Placer,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Placer,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Placer,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Placer,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Placer,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Placer,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Placer,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Placer,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Placer,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Placer,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Plumas,No Data Reported,,,,,,,,,,,,,,
11/01/20 - 11/07/20,Plumas,No Data Reported,,,,,,,,,,,,,,
8/30/20 - 9/05/20,Plumas,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Plumas,Plumas County Jail,44,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Plumas,Plumas County Jail,44,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Plumas,Plumas County Jail,35,19,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Plumas,Plumas County Jail,36,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Plumas,Plumas County Jail,36,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Plumas,Plumas County Jail,39,<11,0,0,0,0,0,0,0,,,,,
